TableName;ApproxRowCount;ColumnCount
---------;--------------;-----------
T_BestellMengenGrenzen;0;11
T_Bestellpositionen;2623;29
T_BestellPositionenBewertungen;0;11
T_Bestellung;0;23
T_Bestellungen;2436;21
T_BestellungenJournal;2411;8
T_Bestellvorschlaege;0;26
T_BlockingOrders;116;20
T_BlockingOrders_Positions;1602;15
T_BlockingOrdersAdditionalDefects;4;8
T_EAIJournalBestellPosition;4392;56
T_RahmenBestellung;0;17
T_RahmenBestellungPosition;0;20
T_ReworkOrders;47;8

(14 rows affected)
TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;NUMERIC_PRECISION;NUMERIC_SCALE;IS_NULLABLE;COLUMN_DEFAULT
T_EDIPositionDetails;IdEDIPositionDetail;int
T_EDIPositionDetails;IdEDIDokumentPosition;int
T_EntladePositionen;IdEntladePosition;int
T_EtikettenDrucker;Port;int
T_EtikettenDrucker;LabelInstanz_Port;int
T_EtikettenDruckJobs;IdBlockingOrder;int
T_EtikettenDruckJobs;IdReworkOrder;int
T_EtikettenGedruckt;IdBlockingOrder;int
T_EtikettenGedruckt;IdReworkOrder;int
T_ExportSchnittstellen;IdExportSchnittstellen;int
T_FertigungsmittelGruppen;IdHmt_eReporting;int
T_HistoryEKImport;IdHistoryEKImport;int
T_HistoryTransportkosten;IdHistoryTransportkosten;int
T_HistoryVKImport;IdHistoryVKImport;int
t_HMT_eReporting;IdHmt_eReporting;int
T_InventurPositionen;IdInventurPosition;int
T_KomponentenAusgaben;IdKomponentenAusgabe;int
T_KonsignationsBewegungen;IdLieferscheinPosition;int
T_KonsignationsBewegungen;IdJournalPosition;int
T_KundenAbrufBestaetigungen;ImportNummer;int
T_KundenAbrufBestaetigungen;IdEDIDokumentPosition;int
T_KundenAbrufe;ImportNummer;int
T_KundenAbrufe;IdEDIDokumentPosition;int
T_KundenAbrufe;EdiImportStatus;int
T_KundenAbrufe;EdiImportPlausiKategorie;int
T_KundenAbrufe;EdiImportPlausi;int
T_KundenAbrufe;EdiImportAkzeptanz;int
T_KundenBestandHistorie;IdEDIDokumentPosition;int
T_LadeAuftraege;TransportKostenDokumentiert;int
T_LadePlanungen;IdLieferscheinPosition;int
T_LadePlanungen;IdAuftragsBestPosition;int
T_LadePlanungen;IdSpedAnfragePos;int
T_LadePlanungen;IdLieferPlanPos;int
T_LadePositionen;IdLadePosition;int
T_LagerAbteilungen;MaxPositionen;int
T_LagerBuchungen;PositionsTyp;int
T_LagerBuchungen;IdBlockingOrder;int
T_LagerBuchungen;IdReworkOrder;int
T_LagerPositionen;IdLagerPosition;int
T_LagerPositionen;PositionsTyp;int
T_LieferantenReklamationsPositionen;IdLieferantenReklamationsPosition;int
T_LieferantenReklamationsPositionen;PositionsStatus;int
T_LieferBuchungen;PositionsTyp;int
T_LieferPositionen;IdLieferPosition;int
T_LieferPositionen;PositionsTyp;int
T_LieferscheinPositionen;IdLieferscheinPosition;int
T_LieferscheinPositionen;Position;int
T_Maschine;Reporting;int
T_Maschine;ProduktionsDatenImportQuelle;int
T_Maschinen_FuellLinien;TransportDauer;int
T_Maschinentyp;IdMaschinenTyp_eReporting;int
T_MaschinenTyp_eReporting;IdMaschinenTyp_eReporting;int
T_ProdBereich;IdProdBereich_eReporting;int
T_ProdBereich_eReporting;IdProdbereich_eReporting;int
T_ProdPlanung;ProduktionsDatenImportQuelle;int
T_ProdPlanungHistory;ProduktionsDatenImportQuelle;int
T_ProductionFigures;CompoundId;int
T_ProduktionsBuchungen;PositionsTyp;int
T_ProduktionsPositionen;IdProduktionsPosition;int
T_ProduktionsPositionen;PositionsTyp;int
T_ProduktionsRueckmeldungDaten;ProductionReport_ProductionReportId;int
T_ProduktionsRueckmeldungDatenDetail;ProductionReportData_ProductionReportDataId;int
T_ProduktionsRueckmeldungen;ImportQuelle;int
T_RahmenBestellung;IdRahmenBestellung;int
T_RahmenBestellungPosition;IdRahmenBestellungPosition;int
T_RahmenBestellungPosition;IdRahmenBestellung;int
T_ReworkOrders;IdReworkOrder;int
T_ReworkOrders;IdBlockingOrder;int
T_RezPos;IdRezPos;int
T_Stillstandsereignis;ProductionReport_ProductionReportId;int
T_tmpBudget_eMis_Positionen;bpos_kunde_id;int
T_tmpBudget_eMis_Positionen;bpos_artikel_id;int
T_tmpBudget_eMis_Positionen;bpos_skonto_tage;int
T_tmpBudget_eMis_Positionen;bpos_netto_tage;int
T_tmpBudget_eMis_Positionen;bpos_formfaktor;int
T_tmpBudget_eMis_Positionen;bpos_IDwerkzeug;int
T_tmpBudget_eMis_Positionen;bpos_blaskopf_id;int
T_tmpBudget_eMis_Positionen;bpos_maschtypbudget_id;int
T_tmpBudget_eMis_Positionen;bpos_stich;int
T_tmpBudget_eMis_Positionen;bpos_menge_jahr;int
T_tmpBudget_eMis_Positionen;bpos_material1_id;int
T_tmpBudget_eMis_Positionen;bpos_material1_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_material2_id;int
T_tmpBudget_eMis_Positionen;bpos_material2_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_material3_id;int
T_tmpBudget_eMis_Positionen;bpos_material3_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_material4_id;int
T_tmpBudget_eMis_Positionen;bpos_material4_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_material5_id;int
T_tmpBudget_eMis_Positionen;bpos_material5_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_material6_id;int
T_tmpBudget_eMis_Positionen;bpos_material6_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_farbe1_id;int
T_tmpBudget_eMis_Positionen;bpos_farbe1_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_farbe2_id;int
T_tmpBudget_eMis_Positionen;bpos_farbe2_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_farbe3_id;int
T_tmpBudget_eMis_Positionen;bpos_farbe3_lief_id;int
T_tmpBudget_eMis_Positionen;bpos_karton_flasch;int
T_tmpBudget_eMis_Positionen;bpos_karton_umlauf;int
T_tmpBudget_eMis_Positionen;bpos_karton_id;int
T_tmpBudget_eMis_Positionen;bpos_polysack_id;int
T_tmpBudget_eMis_Positionen;bpos_palette_zlagen;int
T_tmpBudget_eMis_Positionen;bpos_zlage_id;int
T_tmpBudget_eMis_Positionen;bpos_palette_umlauf;int
T_tmpBudget_eMis_Positionen;bpos_palette_id;int
T_tmpBudget_eMis_Positionen;bpos_anzkarton_palette;int
T_tmpBudget_eMis_Positionen;bpos_stretch_id;int
T_tmpBudget_eMis_Positionen;bpos_lkw_kartons;int
T_tmpBudget_eMis_Positionen;bpos_id;int
T_tmpBudget_eMis_Positionen;bpos_material_einsatz;int
T_tmpBudget_eMis_Positionen;bpos_umsatz_aufbringung;int
T_tmpBudget_eMis_Positionen;IDemisPositionen;int
T_tmpBudget_eMis_Positionen;bpos_rundfahrtHaeufigkeit;int
T_TmpRezeptur;IdRezPos;int
T_TmpRezPos;IdRezPos;int
T_tmpVpkVorschrift;IdPolysack;int
T_tmpVpkVorschrift;PreiseinheitPolysack;int
T_TradeUnitBlockingInformation;IdBlockingOrder;int
T_TransportTypen;IdTransportTyp;int
T_TransportTypen;IdGlobalTransportTyp;int
T_VpkPos;IdVpkPos;int
T_VpkPos;AltePos;int
T_VpkPos;IdVpkPosBasis;int
T_VpkPos;AnzahlAVProPos;int
T_VpkPos;AVPos;int
T_VpkVorschrift;IdPolysack;int
T_VpkVorschriftAlt;IdPolysack;int
T_Wareneingaenge;IdJournalPosition;int
T_Wareneingaenge;IdJournalWarenPosition;int
T_Wareneingaenge;IdJournalBestellPosition;int
T_Wareneingaenge;IdBestellPosition;int
T_Wareneingaenge;IdBestellung;int
T_Wareneingaenge;BestellPositionStatus;int
T_WareneingangBewertungen;AxExportiert;int
T_WareneingangPlanungen;IdJournalPosition;int
T_WareneingangPlanungen;IdJournalWarenPosition;int
T_WareneingangPlanungen;IdLieferscheinPosition;int
T_WareneingangPlanungen;IdEDIDokumentPosition;int
T_WareneingangPositionen;IdWareneingangPosition;int
T_WarenLager;TransportSchein;int
T_ZentraleWerkzeuge;IdProdBereich_eReporting;int
V_AbfallLagerBuchungen;PositionsTyp;int
V_AbfallLagerBuchungen;IdBlockingOrder;int
V_AbfallLagerBuchungen;IdReworkOrder;int
V_Abrufe;IdAuftragsPosition;int
V_Abrufe;Importiert;int
V_AbrufeSuche;IdAuftragsPosition;int
V_AbrufeSuche;Importiert;int
V_AppOcpClient;IdAppOcpDrucker;int
V_AppOcpClient;Port;int
V_AppOcpClient;LabelInstanz_Port;int
V_AppOcpService;IdAppOcpDrucker;int
V_AppOcpService;Port;int
V_AppOcpService;LabelInstanz_Port;int
V_Artikel;IdHMT_eReporting;int
V_ArtikelKomplett;IdHMT_eReporting;int
V_ArtikelKomplett;IdProdBereich_eReporting;int
V_ArtikelKomplett_IM;IdHMT_eReporting;int
V_ArtikelKomplett_IM;IdProdBereich_eReporting;int
V_Artikelvarianten_BASIS;IdHMT_eReporting;int
V_Artikelvarianten_BASIS;IdProdBereich_eReporting;int
V_ArtikelvariantenTyp;IdHMT_eReporting;int
V_ArtikelvariantenTyp_BASIS;IdHMT_eReporting;int
V_ArtikelVpkVorschrift;IdPolysack;int
V_Auftraege;EdiImportStatus;int
V_Auftraege;EdiImportPlausiKategorie;int
V_Auftraege;EdiImportPlausi;int
V_Auftraege;Importiert;int
V_AuftraegeMinimal;EdiImportStatus;int
V_AuftraegeMinimal;EdiImportPlausiKategorie;int
V_AuftraegeMinimal;EdiImportPlausi;int
V_AuftraegeMinimal;Importiert;int
V_AuftragsAbrufe;IdAuftragsPosition;int
V_AuftragsAbrufe;IdEDIDokumentPosition;int
V_AuftragsAbrufe;Importiert;int
V_AuftragsAbrufe;EdiImportStatus;int
V_AuftragsAbrufe;EdiImportPlausiKategorie;int
V_AuftragsAbrufe;EdiImportPlausi;int
V_AuftragsAbrufeHistorie;IdAuftragsPosition;int
V_AuftragsAbrufeUebersicht;IdAuftragsPosition;int
V_AuftragsKomponenten;IdAuftragsKomponenten;int
V_AuftragsKomponenten;IdAuftragsPosition;int
V_AuftragsLeistungen;IdAuftragsPosition;int
V_AuftragsPositionen;IdAuftragsPosition;int
V_AuftragsPositionen;PositionsStatus;int
V_AuftragsPositionen;PositionsLieferStatus;int
V_AuftragsPositionen;Importiert;int
V_AuftragsPositionen;EdiImportStatus;int
V_AuftragsPositionen;EdiImportPlausiKategorie;int
V_AuftragsPositionen;EdiImportPlausi;int
V_AuftragsPositionsSummen;IdAuftragsPosition;int
V_AuftragsSuche;IdAuftragsPosition;int
V_AuftragsSuche;EdiImportStatus;int
V_AuslagerungsPositionen;LagerAbteilungMaxPositionen;int
V_AuslagerungsPositionen;LagerAbteilungFreiePositionen;int
V_AuslagerungsPositionen;IdPosition;int
V_AuslagerungsPositionenBarcodes;LagerAbteilungFreiePositionen;int
V_AuslagerungsPositionenBarcodes;LagerAbteilungMaxPositionen;int
V_AuslagerungsPositionenBarcodes;IdPosition;int
V_AxWareneingangBewertungen;AxExportiert;int
V_BestellMengenGrenzen;IdBestellMengenGrenzen;int
V_Bestellpositionen;IdBestellPosition;int
V_Bestellpositionen;IdBestellung;int
V_Bestellpositionen;IdRahmenBestellung;int
V_Bestellpositionen;IdRahmenbestellungPosition;int
V_Bestellpositionen;IdJournalBestellPosition;int
V_Bestellpositionen;IdJournalPosition;int
V_Bestellpositionen;IdJournalWarenPosition;int
V_Bestellpositionen;PositionsStatus;int
V_Bestellpositionen;BestellungIdJournal;int
V_Bestellpositionen;BestellPositionBewertung;int
V_Bestellpositionen;IdHMT_eReporting;int
V_Bestellpositionen_PURCHASE;IdBestellPosition;int
V_Bestellpositionen_PURCHASE;IdBestellung;int
V_Bestellpositionen_PURCHASE;IdRahmenbestellungPosition;int
V_Bestellpositionen_PURCHASE;IdJournalBestellPosition;int
V_Bestellpositionen_PURCHASE;IdJournalPosition;int
V_Bestellpositionen_PURCHASE;IdJournalWarenPosition;int
V_Bestellpositionen_PURCHASE;PositionsStatus;int
V_BestellPositionenBewertungen;IdBestellPosition;int
V_BestellPositionenBewertungen;IdBestellung;int
V_BestellPositionenBewertungen;IdJournalBestellPosition;int
V_BestellPositionenBewertungen;IdJournalPosition;int
V_BestellPositionenBewertungen;IdJournalWarenPosition;int
V_BestellPositionenBewertungen;PositionsStatus;int
V_BestellPositionenBewertungen;BestellungIdJournal;int
V_BestellPositionenBewertungen;IdBestellPositionenBewertung;int
V_BestellPositionenBewertungen;BestellPositionenBewertungen_IdBestellPosition;int
V_BestellPositionenProdArtikel_PLANNING;IdBestellPosition;int
V_BestellpositionenSync;IdBestellPosition;int
V_BestellpositionenSync;IdBestellung;int
V_BestellpositionenSync;IdRahmenbestellungPosition;int
V_BestellpositionenSync;IdJournalBestellPosition;int
V_BestellpositionenSync;IdJournalPosition;int
V_BestellpositionenSync;IdJournalWarenPosition;int
V_BestellpositionenSync;PositionsStatus;int
V_Bestellung;IdBestellung;int
V_Bestellung;IdRahmenBestellungPosition;int
V_Bestellung;Bestellt;int
V_Bestellungen;IdBestellung;int
V_BestellungenEAIJournal;BestellVorschlagRevision;int
V_BestellungenEAIJournal;IdBestellVorschlag;int
V_BestellungenFehlend;IdBestellPosition;int
V_BestellungenFehlend;IdJournalPosition;int
V_BestellungenJournal;IdBestellungJournal;int
V_BestellungenJournal;IdBestellung;int
V_Bestellvorschlaege;IdBestellvorschlag;int
V_Bestellvorschlaege;IdBestellung;int
V_Bestellvorschlaege;Bestellt;int
V_Bestellvorschlaege;IdRahmenbestellungPosition;int
V_Blaskopf_CENTRAL;IdeReporting_WerkId;int
V_BlockedItemsOfActiveReworkTasks;IdReworkOrder;int
V_BlockedItemsOfActiveReworkTasks;IdBlockingOrder;int
V_BlockingOrders;IdBlockingOrder;int
V_BlockingOrders;BlockingOrderState;int
V_BlockingOrdersAdditionalDefects;IdBlockingOrderAdditionalDefect;int
V_BlockingOrdersAdditionalDefects;IdBlockingOrder;int
V_BlockingOrdersPositions;IdBlockingOrdersPosition;int
V_BlockingOrdersPositions;IdBlockingOrder;int
V_BlockingOrdersPositions;IdLagerPosition;int
V_BlockingOrdersPositions;IdReworkOrder;int
V_BlockingOrdersPositions;IdProduktionsPosition;int
V_BlockingOrdersPositionsBarcodes;IdBlockingOrdersPosition;int
V_BlockingOrdersPositionsBarcodes;IdBlockingOrder;int
V_BlockingOrdersPositionsBarcodes;IdReworkOrder;int
V_Buchungen;PositionsTyp;int
V_CoexPos_BASIS;IdCoexPos;int
V_CoexPos_BASIS;IdHMT_eReporting;int
V_CoexPos_PLANNING;IdCoexPos;int
V_CoexPos_PLANNING;IdHMT_eReporting;int
V_ComplaintPositions;IdComplaintPosition;int
V_EAIArtikel;IdHMT_eReporting;int
V_EAIJournalLayout;IdPos;int
V_EAIJournalPositionHeader;IdJournalBestellPosition;int
V_EAIJournalPositionHeader;IdJournalPosition;int
V_EAIJournalPositionHeader;IdJournalProduktPosition;int
V_EAIJournalPositionHeader;IdJournalKomponentenPosition;int
V_EAIJournalPositionHeader;IdJournalLeistungsPosition;int
V_EAIJournalPositionHeader;PositionNr;int
V_EAIJournalPositionHeader;SubPositionNr;int
V_EAIJournalPositionHeader;SubSubPositionNr;int
V_EAIJournalPositionHeader;SubSubSubPositionNr;int
V_EAIJournalPositionSummary;IdJournalBestellPosition;int
V_EAIJournalPositionSummary;IdJournalPosition;int
V_EAIJournalPositionSummary;IdJournalWarenPosition;int
V_EAIJournalPositionSummary;IdJournalLeistungsPosition;int
V_EAIJournalPositionSummary;IdBezugsJournalWarenPosition;int
V_EAIJournalPositionSummary;eReporting_IdWerk;int
V_EAIJournalPositionSummary;IdAuftragsPosition;int
V_EAIJournalPositionSummary;IdBestellVorschlag;int
V_EAIJournalPositionSummary;IdBestellVorschlagPosition;int
V_EAIJournalPositionSummary;IdBestellung;int
V_EAIJournalPositionSummary;IdBestellungPosition;int
V_EAIJournalPositionSummary;IdAuftragsBestPosition;int
V_EAIJournalPositionSummary;IdLieferscheinPosition;int
V_EAIJournalPositionSummary;IdRechnungsPosition;int
V_EAIJournalPositionSummary;IdGutschriftPosition;int
V_EAIJournalPositionSummary;IdTransportEinheit;int
V_EDIDokumentPositionen;IdEDIDokumentPosition;int
V_EDIDokumentPositionen;PositionStatus;int
V_EDIDokumentPositionen_ORDER;IdEDIDokumentPosition;int
V_EDIDokumentPositionen_ORDER;PositionStatus;int
V_EDIDokumentPositionen_ORDER;ImportNummer;int
V_EDIDokumentPositionen_ORDER;EdiImportStatus;int
V_EDIDokumentPositionen_ORDER;EdiImportPlausiKategorie;int
V_EDIDokumentPositionen_ORDER;EdiImportPlausi;int
V_EDIDokumentPositionen_ORDER;EdiImportAkzeptanz;int
V_EDIPositionDetails;IdEDIDokumentPosition;int
V_EDIPositionDetails;IdEDIPositionDetail;int
V_EinlagerungsPositionen;LagerAbteilungMaxPositionen;int
V_EinlagerungsPositionen;LagerAbteilungFreiePositionen;int
V_eMIS_EAIJournalPositionSummary;IdJournalBestellPosition_eMIS;int
V_eMIS_EAIJournalPositionSummary;IdJournalPosition_eMIS;int
V_eMIS_EAIJournalPositionSummary;IdJournalWarenPosition_eMIS;int
V_eMIS_EAIJournalPositionSummary;IdJournalLeistungsPosition_eMIS;int
V_eMIS_EAIJournalPositionSummary;eReporting_IdWerk_eMIS;int
V_eMIS_EAIJournalPositionSummary;LieferantAdresseStaatPostKzBez_eMIS;int
V_eMIS_EAIJournalPositionSummary;LieferAdresseStaatPostKzBez_eMIS;int
V_eMIS_EAIJournalPositionSummary;RechnungsAdresseStaatPostKzBez_eMIS;int
V_eMIS_EAIJournalPositionSummary;IdBestellung_eMIS;int
V_eMIS_EAIJournalPositionSummary;BestellungNummer_eMIS;int
V_eMIS_EAIJournalPositionSummary;BestellungDatum_eMIS;int
V_eMIS_EAIJournalPositionSummary;IdAuftragsPosition_eMIS;int
V_eMIS_EAIJournalPositionSummary;AuftragsPositionNummer_eMIS;int
V_eMIS_EAIJournalPositionSummary;AuftragsPositionDatum_eMIS;int
V_EntladePositionen;IdEntladePosition;int
V_EtikettenDrucker_BASIS;Port;int
V_EtikettenDrucker_BASIS;LabelInstanz_Port;int
V_EtikettenGedruckt;IdBlockingOrder;int
V_EtikettenGedruckt;IdReworkOrder;int
V_ExportAktuellerLagerBestand;IdHMT_eReporting;int
V_ExportAktuellerLagerBestandVerpackung;IdHMT_eReporting;int
V_FertigungsmittelGruppen;IdHmt_eReporting;int
V_FertigungsmittelGruppen_BASIS;IdHmt_eReporting;int
V_FertigungsmittelGruppen_CENTRAL;IdHmt_eReporting;int
V_FuellLinien;IdProdBereich_eReporting;int
V_FuellLinien_BASIS;IdProdBereich_eReporting;int
V_FuellLinienMaschinenSetupTypen_PLANNING;TransportDauer;int
V_GelieferteMengenJeBestellPosition_PURCHASE;IdJournalPosition;int
V_GelieferteMengenJeBestellPosition_PURCHASE;IdBestellVorschlagPosition;int
V_HistoryEKImport_BASIS;IdHistoryEKImport;int
V_HistoryTransportKosten;IdHistoryTransportkosten;int
V_HistoryTransportkosten_BASIS;IdHistoryTransportkosten;int
V_HistoryVK_AktuelleUndZukuenftigePreise_BASIS;RezPosIdRez;int
V_HistoryVK_AktuelleUndZukuenftigePreise_BASIS;RezPosIdArtikelvarianten;int
V_HistoryVK_BASIS;RezPosIdRez;int
V_HistoryVK_BASIS;RezPosIdArtikelvarianten;int
V_HistoryVK_Hauptkunden_BASIS;RezPosIdRez;int
V_HistoryVK_Hauptkunden_BASIS;RezPosIdArtikelvarianten;int
V_HistoryVK_HauptmaterialTyp_BASIS;RezPosIdRez;int
V_HistoryVK_HauptmaterialTyp_BASIS;RezPosIdRezPos;int
V_HistoryVK_HauptmaterialTyp_BASIS;RezPosIdArtikelvarianten;int
V_HistoryVK_HauptmaterialTyp_BASIS;RezPosIdArtikelvariantenTyp;int
V_HistoryVK_HauptmaterialTypGruppiert_BASIS;RezPosIdRez;int
V_HistoryVK_HauptmaterialTypGruppiert_BASIS;RezPosIdRezPos;int
V_HistoryVK_HauptmaterialTypGruppiert_BASIS;RezPosIdArtikelvarianten;int
V_HistoryVK_HauptmaterialTypGruppiert_BASIS;RezPosIdArtikelvariantenTyp;int
V_HistoryVK_Hauptverpackung_BASIS;VpkPosIdArtikelvarianten;int
V_HistoryVKImport_BASIS;IdHistoryVKImport;int
V_HMT_eReporting_CENTRAL;IdHmt_eReporting;int
V_Inventuren;LagerAbteilungMaxPositionen;int
V_InventurPositionen;IdInventurPosition;int
V_KomponentenAusgaben;IdKomponentenAusgabe;int
V_KonsignationsBewegungen;IdLieferscheinPosition;int
V_KonsignationsBewegungen;IdJournalPosition;int
V_KundenAbrufBestaetigungen;ImportNummer;int
V_KundenAbrufBestaetigungen;IdEDIDokumentPosition;int
V_KundenAbrufe;ImportNummer;int
V_KundenAbrufe;IdEDIDokumentPosition;int
V_KundenAbrufe;EdiImportStatus;int
V_KundenAbrufe;EdiImportPlausiKategorie;int
V_KundenAbrufe;EdiImportPlausi;int
V_KundenAbrufe;EdiImportAkzeptanz;int
V_KundenBestandHistorie;IdEDIDokumentPosition;int
V_LadeAuftraege;TransportKostenDokumentiert;int
V_LadePlanungen;IdLieferscheinPosition;int
V_LadePlanungen;IdAuftragsBestPosition;int
V_LadePlanungen;IdSpedAnfragePos;int
V_LadePlanungen;IdLieferPlanPos;int
V_LadePlanungenLadeAuftragAbruf;IdLieferscheinPosition;int
V_LadePlanungenLadeAuftragAbruf;AbrufIdAuftragsPosition;int
V_LadePlanungenLadeAuftragAbruf;IdAuftragsBestPosition;int
V_LadePlanungenLadeAuftragAbruf;IdSpedAnfragePos;int
V_LadePlanungenLadeAuftragAbruf;IdLieferPlanPos;int
V_LadePlanungenLadeAuftragAbruf;LadeAuftragTransportKostenDokumentiert;int
V_LadePositionen;IdLadePosition;int
V_LagerAbteilungen;MaxPositionen;int
V_LagerAbteilungenBelegungen;BelegtePositionen;int
V_LagerAbteilungenBelegungen;MaxPositionen;int
V_LagerAbteilungenMaschinen;MaxPositionen;int
V_LagerAbteilungenSum;BelegtePositionen;int
V_LagerBelegungen;MaxPositionen;int
V_LagerBuchungen;PositionsTyp;int
V_LagerBuchungen;IdBlockingOrder;int
V_LagerBuchungen;IdReworkOrder;int
V_LagerKontenBuchungen;LagerAbteilungenMaxPositionen;int
V_LagerPlanungen;LagerAbteilungMaxPositionen;int
V_LagerPlanungen;WarenLagerTransportschein;int
V_LagerPlanungen;WarenLagerNachTransportschein;int
V_LagerPlanungenAbrufe;WarenLagerTransportschein;int
V_LagerPlanungenAbrufe;LagerAbteilungMaxPositionen;int
V_LagerPositionen;IdLagerPosition;int
V_LagerPositionen;PositionsTyp;int
V_LagerPositionenBarcodes;LagerAbteilungFreiePositionen;int
V_LagerPositionenBarcodes;LagerAbteilungMaxPositionen;int
V_LagerPositionenBarcodes;IdPosition;int
V_LagerPositionenBarcodes;IdBlockingOrder;int
V_LagerPositionenBarcodes;IdReworkOrder;int
V_LagerPositionenBarcodesInventuren;LagerAbteilungMaxPositionen;int
V_LagerPositionenBarcodesInventuren;LagerAbteilungFreiePositionen;int
V_LagerPositionenBarcodesInventuren;IdPosition;int
V_LagerPositionenInventuren;LagerAbteilungMaxPositionen;int
V_LagerPositionenInventuren;LagerAbteilungFreiePositionen;int
V_LagerPositionenInventuren;IdPosition;int
V_LagerPositionenPlanungen;LagerAbteilungMaxPositionen;int
V_LagerPositionenPlanungen;LagerAbteilungFreiePositionen;int
V_LagerPositionenPlanungen;IdPosition;int
V_LagerPositionenPlanungen;IdBlockingOrder;int
V_LagerPositionenPlanungen;IdReworkOrder;int
V_LieferantenReklamationsPositionen;IdLieferantenReklamationsPosition;int
V_LieferantenReklamationsPositionen;PositionsStatus;int
V_LieferBuchungen;PositionsTyp;int
V_LieferKontenBuchungen;LagerAbteilungenMaxPositionen;int
V_LieferPositionen;IdLieferPosition;int
V_LieferPositionen;PositionsTyp;int
V_LieferscheinPositionen;IdLieferscheinPosition;int
V_LieferscheinPositionen;Position;int
V_LieferungenFromEAIJournal;IdJournalPosition;int
V_LieferungenFromEAIJournal;IdJournalWarenPosition;int
V_LKWKompositionen_CENTRAL;IdLKWKomposition;int
V_MachineFetch;Reporting;int
V_MachineFetch;ProduktionsDatenImportQuelle;int
V_MaintenanceMessdatenStillstaende;ProductionReport_ProductionReportId;int
V_Maschine;ProduktionsDatenImportQuelle;int
V_Maschine_BASIS;Reporting;int
V_Maschine_BASIS;ProduktionsDatenImportQuelle;int
V_Maschine_BASIS;IdMaschinenTyp_eReporting;int
V_Maschine_BASIS;IdProdBereich_eReporting;int
V_Maschine_Blaskopf;IdProdBereich_eReporting;int
V_Maschine_Blaskopf_BASIS;IdProdBereich_eReporting;int
V_Maschine_EtikettenDrucker_BASIS;EtikettenDruckerPort;int
V_Maschine_EtikettenDrucker_BASIS;EtikettenDruckerLabelInstanz_Port;int
V_Maschine_Werkzeug;MaschineIdMaschinenTyp_eReporting;int
V_Maschine_Werkzeug;MaschineIdProdBereich_eReporting;int
V_Maschine_Werkzeug;WerkzeugIdProdBereich_eReporting;int
V_Maschine_Werkzeug_BASIS;MaschineIdMaschinenTyp_eReporting;int
V_Maschine_Werkzeug_BASIS;MaschineIdProdBereich_eReporting;int
V_Maschine_Werkzeug_BASIS;WerkzeugIdProdBereich_eReporting;int
V_Maschinen_CENTRAL;IdeReporting_WerkId;int
V_Maschinen_EXTERNAL;Reporting;int
V_Maschinen_EXTERNAL;ProduktionsDatenImportQuelle;int
V_Maschinen_FuellLinien_BASIS;TransportDauer;int
V_Maschinentyp_BASIS;IdMaschinenTyp_eReporting;int
V_MaschinenTyp_eReporting_BASIS;IdMaschinenTyp_eReporting;int
V_MES_ArticleVariant;Component_Id;int
V_MES_Compounds;Compound_ID;int
V_MES_Compounds;CompoundPos_ID;int
V_MES_Machines;Machine_Position;int
V_MES_PDC_Data;Machine_Position;int
V_MES_ProductionLots;Compound_Id;int
V_MT_SCS_Artikelstammdaten;embalaje_ad1_por_pal;int
V_MT_SCS_Artikelstammdaten;embalaje_ad2_por_pal;int
V_NiceLabel_Automation;IdCompound;int
V_NiceLabel_Automation;IdWasteCompound;int
V_NiceLabel_Automation_v2;IdCompound;int
V_NiceLabel_Automation_v2;IdWasteCompound;int
V_Positionen;IdPosition;int
V_Positionen;PositionsTyp;int
V_ProdArtikel_BASIS;IdHMT_eReporting;int
V_ProdBereich;IdProdBereich_eReporting;int
V_ProdBereich_BASIS;IdProdBereich_eReporting;int
V_ProdBereich_eReporting_BASIS;IdProdbereich_eReporting;int
V_ProdBereichMaschinen_PLANNING;IdProdBereich_eReporting;int
V_ProdBereichSchichtDauer;IdProdBereich_eReporting;int
V_ProdLosArtikelvarianten_PLANNING;IdProdBereich_eReporting;int
V_ProdLosArtikelvarianten_PLANNING;ProduktionsDatenImportQuelle;int
V_ProdLosKomponenten_PLANNING;IdProdBereich_eReporting;int
V_ProdLosKomponenten_PLANNING;IdAvRezPos;int
V_ProdLosKomponenten_PLANNING;CoexPosMitTopTail;int
V_ProdlosVerpackungen_PLANNING;IdProdBereich_eReporting;int
V_ProdPlanung;ProduktionsDatenImportQuelle;int
V_ProdPlanungHistoryProtokoll;ProduktionsDatenImportQuelle;int
V_ProdPlanungJeProdTag_PLANNING;ProduktionsDatenImportQuelle;int
V_ProdPlanungMaschinen_PLANNING;IdProdBereich_eReporting;int
V_ProdPlanungMaschinen_PLANNING;ProduktionsDatenImportQuelle;int
V_ProdPlanungMaschinen_PLANNING;StartProduktionsDatenImportQuelle;int
V_ProductionFigures;CompoundId;int
V_ProductionReportData;ProductionReport_ProductionReportId;int
